418,482.0,96.0,8
420,419.0,124.0,8
421,124.0,32.0,10
422,208.0,52.0,7
425,430.0,84.0,8
429,456.0,80.0,8
431,380.0,92.0,10
432,302.0,116.0,7
433,477.0,116.0,7
434,286.0,141.0,5
435,554.0,268.0,8
436,510.0,276.0,8
437,396.0,200.0,7
438,101.0,32.0,10
439,62.0,36.0,4
442,241.0,76.0,6
443,504.0,88.0,8
444,900.0,90.0,4
445,404.0,100.0,8
446,604.0,104.0,8
447,373.0,116.0,8
448,302.0,120.0,6
449,380.0,120.0,6
450,466.0,124.0,8
451,578.0,128.0,8
452,400.0,132.0,7
454,481.0,64.0,8
456,396.0,84.0,8
457,468.0,112.0,6
458,234.0,116.0,4
459,540.0,120.0,8
460,450.0,128.0,8
461,489.0,132.0,7
462,595.0,236.0,8
465,171.0,72.0,4
467,125.0,60.0,6
471,499.0,248.0,8
473,354.0,193.0,5
474,201.0,56.0,10
476,122.0,40.0,10
477,305.0,3.0,7
481,77.0,40.0,4
482,876.0,184.0,8
483,177.0,64.0,6
487,518.0,84.0,8
488,471.0,96.0,7
489,174.0,98.0,8
490,576.0,148.0,8
491,317.0,156.0,5
492,540.0,156.0,8
493,455.0,108.0,10
494,386.0,116.0,8
495,694.0,128.0,7
501,405.0,132.0,8
504,280.0,2.0,6
507,565.0,128.0,12
508,115.0,56.0,4
509,689.0,136.0,8
512,434.0,96.0,7
513,482.0,100.0,8
514,524.0,104.0,7
515,496.0,120.0,8
516,602.0,180.0,6
517,569.0,228.0,9
518,504.0,112.0,8
519,624.0,140.0,6
520,412.0,172.0,6
522,447.0,112.0,7
523,379.0,132.0,6
526,104.0,40.0,10
530,418.0,84.0,7
534,649.0,112.0,12
537,238.0,108.0,4
538,440.0,108.0,7
540,391.0,112.0,7
541,376.0,128.0,8
542,663.0,144.0,8
543,444.0,160.0,6
546,501.0,108.0,12
547,610.0,120.0,8
548,579.0,233.0,9
551,362.0,200.0,5
552,329.0,84.0,7
554,492.0,124.0,7
556,625.0,116.0,18
557,363.0,156.0,6
559,228.0,77.0,10
560,358.0,148.0,5
561,647.0,124.0,18
562,578.0,76.0,8
563,504.0,96.0,8
565,496.0,92.0,8
566,509.0,184.0,5
568,547.0,96.0,16
569,519.0,72.0,10
570,740.0,112.0,16
571,235.0,60.0,6
572,748.0,180.0,10
574,1024.0,172.0,9
575,562.0,96.0,8
578,223.0,124.0,4
579,286.0,169.0,4
581,597.0,160.0,12
584,480.0,132.0,18
585,760.0,148.0,9
586,1070.0,156.0,16
587,910.0,169.0,16
588,375.0,92.0,7
591,715.0,192.0,6
592,127.0,40.0,10
597,701.0,180.0,6
598,521.0,192.0,5
601,550.0,124.0,8
606,602.0,116.0,10
607,193.0,76.0,5
608,278.0,84.0,8
609,730.0,192.0,9
614,646.0,128.0,10
616,574.0,164.0,7
617,797.0,184.0,8
618,778.0,236.0,8
619,766.0,276.0,9
622,209.0,69.0,10
624,864.0,128.0,16
625,595.0,136.0,9
626,564.0,180.0,8
627,470.0,112.0,8
629,810.0,160.0,9
630,876.0,164.0,9
631,1070.0,188.0,9
635,969.0,356.0,9
642,1197.0,192.0,12
643,951.0,160.0,9
644,361.0,121.0,10
647,230.0,68.0,10
648,250.0,80.0,6
649,487.0,96.0,9
650,470.0,104.0,9
651,640.0,148.0,8
652,834.0,164.0,8
653,497.0,165.0,6
654,648.0,176.0,8
655,840.0,160.0,8
656,699.0,168.0,8
657,640.0,184.0,7
658,324.0,72.0,9
659,908.0,216.0,7
660,790.0,320.0,6
661,551.0,112.0,12
665,180.0,60.0,10
668,529.0,260.0,6
671,706.0,260.0,8
672,400.0,160.0,6
673,689.0,140.0,9
674,859.0,164.0,12
675,309.0,116.0,7
676,708.0,84.0,10
677,761.0,124.0,9
678,716.0,176.0,8
679,922.0,176.0,9
681,685.0,136.0,8
682,743.0,140.0,8
683,960.0,144.0,16
684,751.0,176.0,10
685,1771.0,224.0,10
686,1218.0,248.0,9
687,837.0,304.0,7
688,943.0,414.0,6
690,997.0,212.0,9
697,587.0,132.0,8
699,1685.0,184.0,16
701,1087.0,124.0,16
702,1023.0,156.0,16
703,1038.0,168.0,8
704,1483.0,188.0,18
705,1077.0,236.0,10
706,669.0,273.0,6
707,1001.0,316.0,8
708,1264.0,428.0,9
710,502.0,100.0,9
711,537.0,112.0,8
712,1271.0,132.0,18
713,971.0,172.0,9
715,1477.0,196.0,12
716,1187.0,208.0,9
717,1292.0,272.0,10
718,1035.0,296.0,9
719,743.0,345.0,6
720,897.0,389.0,6
721,698.0,136.0,8
727,1767.0,140.0,16
729,1178.0,252.0,9
730,1251.0,316.0,8
733,1244.0,220.0,9
735,1007.0,164.0,10
741,1580.0,296.0,10
744,463.0,120.0,9
745,1005.0,184.0,10
746,1060.0,188.0,9
748,1474.0,308.0,9
751,827.0,140.0,10
753,1055.0,340.0,7
757,321.0,108.0,8
758,457.0,100.0,8
762,389.0,84.0,8
763,1471.0,212.0,16
764,745.0,229.0,7
766,962.0,156.0,12
770,1353.0,268.0,9
774,644.0,108.0,8
777,920.0,344.0,10
782,2573.0,496.0,11
783,2493.0,961.0,11
784,2504.0,216.0,16
787,826.0,148.0,12
788,1363.0,184.0,14
791,1177.0,25.0,8
792,549.0,116.0,8
793,2287.0,300.0,16
795,2569.0,236.0,16
796,1768.0,260.0,12
797,1673.0,272.0,18
798,2545.0,460.0,16
804,958.0,224.0,11
805,1826.0,276.0,10
807,1267.0,188.0,10
810,2193.0,456.0,11
811,2480.0,200.0,16
814,4057.0,1527.0,11
815,3898.0,368.0,16
818,3599.0,633.0,16
819,4124.0,440.0,16
820,2321.0,92.0,16
821,6020.0,636.0,16
822,3553.0,380.0,12
823,4108.0,740.0,12
824,2812.0,388.0,14
825,4784.0,444.0,16
826,197.0,1.0,8
827,39.0,2.0,5
828,26.0,2.0,5
829,85.0,2.0,6
830,49.0,2.0,6
831,29.0,2.0,6
832,29.0,2.0,6
834,33.0,2.0,12
836,398.0,2.0,6
843,44.0,3.0,6
844,22.0,3.0,5
850,39.0,3.0,5
851,33.0,3.0,5
852,34.0,3.0,5
853,43.0,3.0,5
854,36.0,3.0,5
855,37.0,3.0,5
856,39.0,3.0,5
857,33.0,3.0,5
858,45.0,3.0,5
862,49.0,3.0,6
870,40.0,3.0,6
873,28.0,3.0,5
874,75.0,3.0,5
878,38.0,3.0,6
879,32.0,3.0,6
880,32.0,3.0,6
881,58.0,3.0,6
888,42.0,3.0,6
889,49.0,3.0,6
894,31.0,3.0,6
895,54.0,3.0,6
902,67.0,3.0,6
904,42.0,3.0,5
906,51.0,3.0,6
907,62.0,3.0,6
909,67.0,3.0,6
910,55.0,3.0,6
913,41.0,3.0,6
927,22.0,3.0,6
928,22.0,3.0,6
929,22.0,3.0,6
930,40.0,3.0,6
932,46.0,3.0,6
933,34.0,3.0,6
938,64.0,3.0,6
941,50.0,3.0,6
946,59.0,3.0,6
947,49.0,3.0,8
948,45.0,3.0,6
949,32.0,3.0,6
950,42.0,3.0,6
951,51.0,3.0,6
952,36.0,3.0,6
953,32.0,3.0,6
954,67.0,3.0,6
958,47.0,3.0,6
959,60.0,3.0,8
961,48.0,3.0,7
962,48.0,3.0,7
963,48.0,3.0,7
965,56.0,4.0,6
966,44.0,4.0,6
968,100.0,5.0,7
969,73.0,5.0,6
970,44.0,5.0,6
971,47.0,5.0,6
972,41.0,5.0,6
973,51.0,5.0,6
974,43.0,5.0,6
975,50.0,5.0,6
976,12.0,6.0,6
979,53.0,9.0,6
985,8.0,17.0,5
986,9.0,19.0,5
987,8.0,19.0,5
991,7.0,20.0,5
992,7.0,20.0,5
993,8.0,20.0,5
994,8.0,22.0,5
995,7.0,23.0,5
997,80.0,24.0,6
998,8.0,24.0,5
1000,76.0,28.0,6
1002,114.0,32.0,10
1003,115.0,32.0,6
1004,141.0,32.0,7
1005,113.0,32.0,10
1006,103.0,32.0,10
1008,153.0,36.0,7
1009,156.0,36.0,7
1010,126.0,36.0,10
1011,239.0,36.0,8
1012,90.0,36.0,10
1013,134.0,36.0,10
1015,132.0,40.0,7
1016,140.0,40.0,10
1017,137.0,40.0,10
1018,143.0,40.0,10
1019,120.0,44.0,10
1020,136.0,44.0,10
1021,97.0,44.0,6
1022,150.0,44.0,10
1023,142.0,44.0,8
1024,134.0,44.0,10
1025,109.0,45.0,10
1026,129.0,45.0,10
1027,151.0,48.0,10
1028,251.0,48.0,7
1029,127.0,48.0,10
1030,209.0,48.0,7
1031,150.0,48.0,10
1032,147.0,48.0,10
1033,170.0,48.0,10
1035,170.0,48.0,7
1036,153.0,48.0,10
1037,192.0,48.0,10
1038,306.0,48.0,10
1039,255.0,48.0,10
1040,171.0,48.0,6
1042,187.0,49.0,7
1044,154.0,52.0,8
1045,188.0,52.0,9
1046,200.0,52.0,8
1047,134.0,52.0,7
1049,307.0,56.0,8
1050,211.0,56.0,10
1051,177.0,56.0,10
1052,162.0,56.0,7
1053,161.0,56.0,10
1054,141.0,56.0,5
1057,125.0,56.0,5
1059,220.0,60.0,8
1060,160.0,61.0,10
1061,160.0,61.0,10
1062,389.0,64.0,7
1063,189.0,64.0,10
1064,215.0,64.0,10
1065,215.0,64.0,10
1067,247.0,68.0,10
1068,202.0,68.0,6
1069,209.0,68.0,5
1070,321.0,68.0,7
1071,258.0,68.0,7
1073,240.0,69.0,10
1074,374.0,72.0,10
1075,221.0,72.0,7
1076,193.0,72.0,10
1081,245.0,73.0,10
1083,214.0,76.0,10
1084,157.0,76.0,6
1085,327.0,76.0,14
1086,324.0,76.0,7
1087,240.0,76.0,10
1088,234.0,77.0,10
1089,392.0,80.0,8
1090,271.0,80.0,7
1091,413.0,80.0,8
1092,484.0,80.0,9
1093,622.0,80.0,9
1094,286.0,80.0,7
1095,307.0,80.0,7
1096,341.0,84.0,10
1097,301.0,84.0,7
1098,362.0,84.0,8
1099,235.0,84.0,8
1100,366.0,84.0,7
1101,179.0,84.0,5
1102,285.0,84.0,7
1106,124.0,88.0,10
1107,461.0,88.0,7
1108,451.0,88.0,4
1109,421.0,92.0,8
1110,166.0,92.0,5
1111,170.0,92.0,4
1112,312.0,92.0,8
1113,401.0,92.0,7
1114,295.0,96.0,18
1115,259.0,96.0,6
1118,189.0,100.0,5
1119,165.0,100.0,4
1120,1500.0,101.0,4
1123,140.0,108.0,5
1124,441.0,109.0,5
1125,240.0,112.0,7
1127,643.0,116.0,8
1129,430.0,124.0,7
1130,882.0,124.0,8
1131,615.0,128.0,8
1132,395.0,132.0,6
1133,513.0,132.0,8
1135,1166.0,136.0,12
1136,968.0,136.0,9
1137,499.0,140.0,10
1138,775.0,140.0,9
1139,932.0,140.0,9
1142,724.0,148.0,18
1143,630.0,148.0,10
1146,390.0,168.0,8
1147,616.0,172.0,8
1148,1295.0,173.0,16
1149,1047.0,180.0,9
1150,864.0,188.0,10
1151,301.0,188.0,5
1152,305.0,196.0,7
1153,585.0,200.0,9
1154,1016.0,200.0,9
1155,494.0,204.0,6
1156,512.0,208.0,7
1157,455.0,212.0,8
1158,1163.0,216.0,10
1159,321.0,220.0,5
1160,1967.0,220.0,14
1161,1739.0,236.0,18
1162,1111.0,244.0,9
1163,1336.0,256.0,8
1164,1171.0,256.0,9
1165,975.0,272.0,10
1166,3231.0,312.0,18
1167,1781.0,316.0,9
1168,1664.0,320.0,8
1169,806.0,328.0,6
1170,2925.0,397.0,12
1171,3306.0,404.0,16
1172,3036.0,428.0,16
1173,3178.0,452.0,16
1174,3120.0,464.0,16
1175,1105.0,556.0,10
1176,3662.0,564.0,18
1177,3696.0,657.0,18
